date,return_forecast,rol_var_res,observe_return,rolling_var,rol_avg,ewm
11/30/2007,0,0,0,0,0,0
12/31/2007,0,0,0,0,0,0
1/31/2008,0,0,0,0,0,0
2/29/2008,0,0,0,0,0,0
3/31/2008,0,0,0,0,0,0
4/30/2008,0,0,0,0,0,0
5/30/2008,0,0,0,0,0,0
6/30/2008,0,0,0,0,0,0
7/31/2008,0,0,0,0,0,0
8/29/2008,0,0,0,0,0,0
9/30/2008,0,0,0,0,0,0
10/31/2008,0,0,0,0,0,0
11/28/2008,0,0,0,0,0,0
12/31/2008,0,0,0,0,0,0
1/30/2009,0,0,0,0,0,0
2/27/2009,0,0,0,0,0,0
3/31/2009,0,0,0,0,0,0
4/30/2009,0,0,0,0,0,0
5/29/2009,0,0,0,0,0,0
6/30/2009,0,0,0,0,0,0
7/31/2009,0,0,0,0,0,0
8/31/2009,0,0,0,0,0,0
9/30/2009,0,0,0,0,0,0
10/30/2009,0,0,26.88273364,0,0,0
11/30/2009,0.229143301,7.08830104,-10.8359106,0,0,19.2019526
12/31/2009,0.160487949,8.206767253,-24.72575879,6.817130363,0.256026035,-2.253663971
1/29/2010,-0.083200551,21.48495599,20.21593928,7.977580384,0.152826886,-18.30516027
2/26/2010,-0.380521219,37.47556327,7.579612124,13.81661051,-0.082656531,9.209910839
3/31/2010,0.005985905,38.24001953,8.73326307,17.70360031,0.109876224,8.045411757
4/30/2010,0.449598206,36.00786219,-13.91138217,18.22967397,0.182063006,8.536734123
5/31/2010,-0.779824304,36.30552163,-10.17691172,18.91885012,0.26523694,-7.49763466
6/30/2010,-2.974892056,34.45634925,8.787175296,20.81468887,0.132747586,-9.41140399
7/30/2010,-0.654068202,34.5733501,5.088898595,21.81740388,0.035824617,3.587581214
8/31/2010,-1.413544787,32.36926638,27.34307528,22.53977988,0.119512001,4.659950772
9/30/2010,2.783775321,45.5370502,12.58241079,22.77248353,0.167977702,20.86218256
10/29/2010,1.271977813,34.93856748,32.00597557,29.73760062,0.428387943,14.94805987
11/30/2010,5.072745252,94.67878443,22.73035522,31.12835275,0.548220427,27.13228537
12/31/2010,6.252218669,85.95080583,-20.57293176,40.45724598,0.853039242,23.98804955
1/31/2011,3.888444375,105.2088823,14.83959901,44.96170904,1.069518815,-7.841222812
2/28/2011,0.621225881,17.78288643,-10.13728115,49.37333653,0.873586132,8.359364207
3/31/2011,3.510723303,90.02090198,-9.212339293,51.20370882,1.014915646,-4.85252533
4/29/2011,4.344851368,90.71931325,-13.41573804,52.36906815,0.918370111,-7.966678161
5/31/2011,2.329907287,91.74165336,-12.29965393,53.33077873,0.830633547,-11.85886379
6/30/2011,2.231751118,81.85632632,4.193062329,55.2408267,0.702864613,-12.17371389
7/29/2011,0.361001361,57.34566309,-6.230557742,56.83254759,0.585725052,-0.483159447
8/31/2011,2.402998226,85.2209539,-60.0131034,56.95161771,0.625658979,-4.588443944
9/30/2011,-2.275004347,198.0938986,37.16697556,57.392061,0.566320334,-44.17748641
